id	subset	subtracted_length	sequence_length	query_length	num_sequences
5Y5S-C	train_pdbch	0	404	404	256
5Y5Y-G	train_pdbch	0	223	223	256
5Y5Z-O	train_pdbch	0	99	99	256
5Y61-B	train_pdbch	0	138	138	256
5Y6F-A	train_pdbch	0	257	257	256
5Y60-A	train_pdbch	0	578	578	256
5Y63-A	train_pdbch	0	183	183	256
5Y6G-A	train_pdbch	0	147	147	256
5Y69-A	train_pdbch	0	151	151	256
5Y6I-A	train_pdbch	0	267	267	256
5Y6P-14	train_pdbch	0	232	232	256
5Y6P-24	train_pdbch	0	371	371	256
5Y6P-a~4	train_pdbch	0	162	162	256
5Y6P-c~4	train_pdbch	0	172	172	256
5Y6P-a~2	train_pdbch	0	885	885	256
5Y6P-B2	train_pdbch	0	477	477	256
5Y6P-a~8	train_pdbch	0	514	514	256
5Y6P-e~2	train_pdbch	0	164	164	256
5Y6P-d~y~	train_pdbch	0	352	352	256
5Y6P-f~2	train_pdbch	0	177	177	256
5Y6P-Q1	train_pdbch	0	174	174	256
5Y6P-G1	train_pdbch	0	161	161	256
5Y6P-H1	train_pdbch	0	161	161	256
5Y6P-V1	train_pdbch	0	161	161	256
5Y6Q-A	train_pdbch	0	162	162	256
5Y6T-A	train_pdbch	0	387	387	256
5Y6Q-B	train_pdbch	0	330	330	256
5Y6Z-A	train_pdbch	0	468	468	256
5Y6Y-B	train_pdbch	0	326	326	256
5Y77-A	train_pdbch	0	473	473	256
5Y7F-A	train_pdbch	0	293	293	256
5Y7G-A	train_pdbch	0	580	580	256
5Y7I-A	train_pdbch	0	261	261	256
5Y7W-A	train_pdbch	0	127	127	256
5Y83-A	train_pdbch	0	451	451	256
5Y7Y-A	train_pdbch	0	258	258	256
5Y81-H	train_pdbch	0	279	279	46
5Y81-C	train_pdbch	0	336	336	256
5Y88-T	train_pdbch	0	283	283	256
5Y7L-A	train_pdbch	0	122	122	256
5Y88-O	train_pdbch	0	451	451	256
5Y88-M	train_pdbch	0	364	364	256
5Y97-B	train_pdbch	0	209	209	256
5Y8M-A	train_pdbch	0	295	295	256
5Y8R-A	train_pdbch	-2	234	232	256
5Y8V-B	train_pdbch	0	140	140	256
5Y95-A	train_pdbch	0	80	80	256
5Y91-B	train_pdbch	0	116	116	256
5Y88-V	train_pdbch	0	322	322	256
5Y97-C	train_pdbch	0	264	264	256
5Y9J-A	train_pdbch	0	152	152	256
5Y9F-A	train_pdbch	0	500	500	256
5Y9S-A	train_pdbch	0	304	304	256
5Y9P-A	train_pdbch	0	266	266	256
5Y9D-A	train_pdbch	0	709	709	256
5Y9V-A	train_pdbch	0	208	208	256
5YAC-A	train_pdbch	0	346	346	256
5YA1-A	train_pdbch	0	540	540	256
5YAH-C	train_pdbch	0	71	71	49
5YAT-A	train_pdbch	0	350	350	256
5YAL-A	train_pdbch	0	342	342	256
5YAX-C	train_pdbch	0	60	60	145
5YB9-A	train_pdbch	0	175	175	256
5YBC-C	train_pdbch	0	92	92	256
5YBB-A	train_pdbch	0	507	507	256
5YBH-A	train_pdbch	0	368	368	256
5YBY-A	train_pdbch	0	251	251	256
5YBW-A	train_pdbch	0	329	329	256
5YCA-A	train_pdbch	0	207	207	256
5YCF-B	train_pdbch	0	193	193	256
5YCL-B	train_pdbch	0	101	101	256
5YCL-A	train_pdbch	0	138	138	256
5YBL-A	train_pdbch	0	314	314	256
5YCX-A	train_pdbch	0	266	266	256
5YCZ-A	train_pdbch	0	184	184	256
5YDF-A	train_pdbch	0	101	101	256
5YD0-A	train_pdbch	0	366	366	256
5YCW-A	train_pdbch	0	94	94	256
5YD2-A	train_pdbch	0	354	354	256
5YD3-A	train_pdbch	0	251	251	256
5YDG-A	train_pdbch	0	116	116	256
5YDI-A	train_pdbch	0	553	553	256
5YDW-A	train_pdbch	0	304	304	256
5YEQ-A	train_pdbch	0	340	340	256
5YDP-A	train_pdbch	0	235	235	256
5YEJ-A	train_pdbch	0	232	232	256
5YDJ-A	train_pdbch	0	737	737	256
5YFB-A	train_pdbch	0	703	703	256
5YEI-C	train_pdbch	0	412	412	256
5YG5-A	train_pdbch	0	324	324	256
5YFP-H	train_pdbch	0	753	753	256
5YFP-C	train_pdbch	0	805	805	256
5YGH-A	train_pdbch	0	76	76	78
5YFP-E	train_pdbch	0	871	871	256
5YGK-A	train_pdbch	0	217	217	256
5YFP-B	train_pdbch	0	971	971	256
5YGR-A	train_pdbch	0	404	404	256
5YGU-B	train_pdbch	0	168	168	256
5YHQ-A	train_pdbch	0	305	305	256
5YH8-A	train_pdbch	0	510	510	256
5YHJ-A	train_pdbch	0	413	413	256
5YHK-A	train_pdbch	0	238	238	256
5YHH-A	train_pdbch	0	221	221	256
5YH4-A	train_pdbch	0	179	179	256
5YHP-A	train_pdbch	0	355	355	256
5YHQ-B	train_pdbch	0	325	325	256
5YHS-A	train_pdbch	0	475	475	256
5YHU-A	train_pdbch	0	255	255	256
5YI1-A	train_pdbch	0	146	146	256
5YI4-A	train_pdbch	0	145	145	256
5YIO-A	train_pdbch	0	121	121	256
5YHV-A	train_pdbch	0	394	394	256
5YI6-A	train_pdbch	0	262	262	256
5YIX-A	train_pdbch	0	361	361	256
5YJJ-A	train_pdbch	0	713	713	256
5YJ7-A	train_pdbch	0	518	518	256
5YK0-A	train_pdbch	0	452	452	256
5YJE-A	train_pdbch	0	380	380	256
5YK3-n~	train_pdbch	0	88	88	256
5YK7-A	train_pdbch	0	255	255	256
5YK7-B	train_pdbch	0	208	208	256
5YKH-A	train_pdbch	0	415	415	256
5YKJ-A	train_pdbch	0	214	214	256
5YL7-A	train_pdbch	0	347	347	256
5YKC-A	train_pdbch	0	586	586	215
5YKR-A	train_pdbch	0	461	461	256
5YKS-A	train_pdbch	0	377	377	256
5YL1-A	train_pdbch	0	185	185	256
5YKB-A	train_pdbch	0	571	571	256
5YLO-A	train_pdbch	0	271	271	256
5YL9-A	train_pdbch	0	89	89	111
5YLW-A	train_pdbch	0	495	495	256
5YM7-A	train_pdbch	0	106	106	256
5YM8-A	train_pdbch	0	108	108	71
5YLE-A	train_pdbch	0	334	334	256
5YMA-A	train_pdbch	0	310	310	256
5YLN-A	train_pdbch	0	356	356	256
5YO9-A	train_pdbch	0	371	371	256
5YMU-A	train_pdbch	0	160	160	186
5YO2-A	train_pdbch	0	182	182	256
5YOB-A	train_pdbch	0	148	148	256
5YNR-A	train_pdbch	0	140	140	256
5YNJ-B	train_pdbch	0	140	140	49
5YMX-A	train_pdbch	0	203	203	256
5YOJ-A	train_pdbch	0	100	100	256
5YP1-A	train_pdbch	0	745	745	256
5YQ3-A	train_pdbch	0	162	162	256
5YPT-A	train_pdbch	0	429	429	256
5YOZ-A	train_pdbch	0	177	177	256
5YPY-A	train_pdbch	0	98	98	256
5YQ5-A	train_pdbch	0	430	430	256
5YQ7-L	train_pdbch	0	310	310	256
5YQ7-C	train_pdbch	0	320	320	256
5YQ8-A	train_pdbch	0	130	130	256
5YQO-A	train_pdbch	0	306	306	256
5YQ7-M	train_pdbch	0	306	306	256
5YR2-A	train_pdbch	0	247	247	256
5YQR-A	train_pdbch	0	276	276	256
5YRX-A	train_pdbch	0	139	139	256
5YR3-A	train_pdbch	0	225	225	256
5YQW-A	train_pdbch	0	532	532	256
5YRZ-B	train_pdbch	0	89	89	256
5YSC-A	train_pdbch	0	271	271	256
5YRY-A	train_pdbch	0	123	123	256
5YS3-A	train_pdbch	0	192	192	256
5YSQ-A	train_pdbch	0	286	286	256
5YSR-A	train_pdbch	0	453	453	256
5YSS-A	train_pdbch	0	256	256	256
5YSZ-A	train_pdbch	0	360	360	256
5YTI-A	train_pdbch	0	411	411	256
5YT7-A	train_pdbch	0	133	133	256
5YUD-C	train_pdbch	0	75	75	256
5YSW-A	train_pdbch	0	441	441	256
5YTK-A	train_pdbch	0	274	274	256
5YUO-A	train_pdbch	0	121	121	256
5YV5-A	train_pdbch	0	536	536	256
5YV1-F	train_pdbch	0	352	352	256
5YVD-A	train_pdbch	0	343	343	143
5YVI-B	train_pdbch	0	73	73	188
5YVH-B	train_pdbch	0	158	158	256
5YV8-A	train_pdbch	0	298	298	256
5YVQ-A	train_pdbch	0	504	504	256
5YVF-A	train_pdbch	0	370	370	256
5YVQ-B	train_pdbch	0	175	175	256
5YVX-A	train_pdbch	0	60	60	256
5YX3-A	train_pdbch	0	231	231	256
5YWN-A	train_pdbch	0	334	334	256
5YWY-A	train_pdbch	0	332	332	256
5YXI-A	train_pdbch	0	79	79	256
5YXM-A	train_pdbch	0	203	203	256
5YWZ-A	train_pdbch	0	242	242	256
5YXE-A	train_pdbch	0	584	584	256
5YXO-A	train_pdbch	0	465	465	256
5YXT-A	train_pdbch	0	382	382	256
5YXW-B	train_pdbch	0	419	419	145
5YYU-A	train_pdbch	0	112	112	256
5YZD-A	train_pdbch	0	94	94	115
5YYC-A	train_pdbch	0	369	369	256
5YZ0-C	train_pdbch	0	791	791	256
5YZ4-A	train_pdbch	0	133	133	256
5YYS-A	train_pdbch	0	949	949	256
5YZG-w~	train_pdbch	0	174	174	256
5YZG-W	train_pdbch	0	579	579	256
5YZW-A	train_pdbch	0	201	201	256
5YZG-X	train_pdbch	0	425	425	256
5YZP-A	train_pdbch	0	210	210	256
5Z00-C	train_pdbch	0	128	128	256
5YZG-y~	train_pdbch	0	307	307	256
5Z07-A	train_pdbch	0	229	229	256
5Z08-C	train_pdbch	0	168	168	256
5Z02-A	train_pdbch	0	110	110	256
5Z0C-A	train_pdbch	0	374	374	256
5Z0Q-C	train_pdbch	0	389	389	256
5Z0Y-A	train_pdbch	0	470	470	256
5Z0U-A	train_pdbch	0	626	626	256
5Z1B-A	train_pdbch	0	692	692	256
5Z16-A	train_pdbch	0	751	751	256
5Z19-A	train_pdbch	0	627	627	256
5Z1F-A	train_pdbch	0	724	724	256
5Z1W-A	train_pdbch	0	566	566	256
5Z1Q-A	train_pdbch	0	95	95	256
5Z25-A	train_pdbch	0	96	96	256
5Z2F-A	train_pdbch	0	265	265	256
5Z1N-A	train_pdbch	0	168	168	256
5Z23-C	train_pdbch	0	167	167	256
5Z1Z-A	train_pdbch	0	329	329	256
5Z1X-A	train_pdbch	0	495	495	256
5Z2T-C	train_pdbch	0	64	64	256
5Z3M-A	train_pdbch	0	166	166	256
5Z2V-A	train_pdbch	0	198	198	256
5Z3K-A	train_pdbch	0	485	485	256
5Z34-A	train_pdbch	0	369	369	256
5Z3D-A	train_pdbch	0	405	405	256
5Z3I-A	train_pdbch	0	265	265	256
5Z33-A	train_pdbch	0	425	425	256
5Z3Q-B	train_pdbch	0	214	214	256
5Z48-A	train_pdbch	0	220	220	256
5Z51-A	train_pdbch	0	162	162	256
5Z57-K	train_pdbch	0	225	225	256
5Z4Y-A	train_pdbch	0	89	89	256
5Z58-P	train_pdbch	0	229	229	256
5Z51-B	train_pdbch	0	71	71	256
5Z50-A	train_pdbch	0	237	237	256
5Z59-A	train_pdbch	0	147	147	256
5Z5K-B	train_pdbch	0	66	66	71
5Z5K-A	train_pdbch	0	380	380	256
5Z5E-A	train_pdbch	0	534	534	256
5Z5M-A	train_pdbch	0	299	299	256
5Z5I-A	train_pdbch	0	543	543	256
5Z62-A	train_pdbch	0	513	513	256
5Z62-B	train_pdbch	0	227	227	256
5Z62-D	train_pdbch	0	144	144	256
5Z62-F	train_pdbch	0	98	98	256
5Z62-I	train_pdbch	0	73	73	256
5Z6E-A	train_pdbch	0	101	101	256
5Z62-H	train_pdbch	0	82	82	256
5Z6D-A	train_pdbch	0	215	215	256
5Z6O-A	train_pdbch	0	282	282	256
5Z67-A	train_pdbch	0	367	367	256
5Z6P-A	train_pdbch	0	765	765	256
5Z74-B	train_pdbch	0	457	457	256
5Z7C-A	train_pdbch	0	463	463	256
5Z6Z-A	train_pdbch	0	153	153	256
5Z6Q-A	train_pdbch	0	392	392	256
5Z72-A	train_pdbch	0	293	293	256
5Z79-A	train_pdbch	0	717	717	256
5Z7H-A	train_pdbch	0	288	288	256
5Z7D-A	train_pdbch	0	412	412	256
5Z7Q-A	train_pdbch	0	176	176	256
5Z7R-A	train_pdbch	0	267	267	256
5Z85-C	train_pdbch	0	261	261	256
5Z81-A	train_pdbch	0	127	127	256
5Z87-A	train_pdbch	0	785	785	256
5Z8A-A	train_pdbch	0	437	437	256
5Z7M-A	train_pdbch	0	546	546	256
5Z96-A	train_pdbch	0	755	755	256
5Z98-A	train_pdbch	0	185	185	256
5Z9A-A	train_pdbch	0	363	363	256
5Z9X-A	train_pdbch	0	409	409	256
5Z9S-A	train_pdbch	0	796	796	256
5ZA3-A	train_pdbch	0	101	101	256
5ZAI-A	train_pdbch	0	259	259	256
5Z9W-A	train_pdbch	0	388	388	7
5ZAP-S	train_pdbch	0	466	466	83
5ZAP-Q	train_pdbch	0	318	318	87
5ZB5-A	train_pdbch	0	250	250	256
5ZB7-A	train_pdbch	0	287	287	256
5ZBB-A	train_pdbch	0	544	544	256
5ZB3-A	train_pdbch	0	288	288	64
5ZBH-A	train_pdbch	0	527	527	256
5ZBB-B	train_pdbch	0	188	188	256
5ZBK-A	train_pdbch	0	203	203	256
5ZBI-A	train_pdbch	0	532	532	256
5ZBN-A	train_pdbch	0	371	371	256
5ZCL-A	train_pdbch	0	328	328	256
5ZBZ-A	train_pdbch	0	220	220	256
5ZBY-A	train_pdbch	0	158	158	256
5ZBX-A	train_pdbch	0	141	141	256
5ZC2-B	train_pdbch	0	315	315	256
5ZCD-A	train_pdbch	0	555	555	256
5ZC1-A	train_pdbch	0	136	136	256
5ZDH-P	train_pdbch	0	112	112	161
5ZCR-A	train_pdbch	0	728	728	256
5ZDO-A	train_pdbch	0	548	548	256
5ZDS-A	train_pdbch	0	96	96	256
5ZD4-C	train_pdbch	0	453	453	256
5ZDI-A	train_pdbch	0	107	107	256
5ZCY-A	train_pdbch	0	99	99	256
5ZEB-6	train_pdbch	0	64	64	256
5ZEB-1	train_pdbch	0	61	61	256
5ZDZ-B	train_pdbch	0	389	389	256
5ZEB-2	train_pdbch	0	75	75	256
5ZCM-A	train_pdbch	0	341	341	256
5ZDZ-A	train_pdbch	0	627	627	256
5ZE3-A	train_pdbch	0	457	457	256
5ZEB-b~	train_pdbch	0	277	277	256
5ZEB-W	train_pdbch	0	215	215	256
5ZEB-k~	train_pdbch	0	138	138	256
5ZEP-e~	train_pdbch	0	214	214	256
5ZEB-O	train_pdbch	0	199	199	256
5ZEB-c~	train_pdbch	0	275	275	256
5ZEP-H	train_pdbch	0	151	151	256
5ZEB-M	train_pdbch	0	147	147	256
5ZEB-D	train_pdbch	0	217	217	256
5ZEP-q~	train_pdbch	0	98	98	256
5ZEP-Y	train_pdbch	0	64	64	256
5ZEP-x~	train_pdbch	0	230	230	256
5ZET-Q	train_pdbch	0	113	113	256
5ZET-N	train_pdbch	0	138	138	256
5ZEP-U	train_pdbch	0	100	100	256
5ZET-X	train_pdbch	0	88	88	256
5ZET-G	train_pdbch	0	179	179	256
5ZET-V	train_pdbch	0	105	105	256
5ZEY-C	train_pdbch	0	161	161	256
5ZEU-n~	train_pdbch	0	61	61	256
5ZF2-A	train_pdbch	0	103	103	256
5ZF0-K1	train_pdbch	0	83	83	256
5ZF1-A	train_pdbch	0	301	301	256
5ZFR-A	train_pdbch	0	582	582	256
5ZFQ-A	train_pdbch	0	390	390	256
5ZFH-A	train_pdbch	0	224	224	256
5ZGA-A	train_pdbch	0	269	269	256
5ZG8-A	train_pdbch	0	438	438	256
5ZGB-2	train_pdbch	0	199	199	256
5ZGB-C	train_pdbch	0	81	81	256
5ZGB-1	train_pdbch	0	175	175	256
5ZGB-B	train_pdbch	0	732	732	256
5ZGB-E	train_pdbch	0	94	94	256
5ZGH-3	train_pdbch	0	188	188	256
5ZGH-K	train_pdbch	0	60	60	256
5ZGH-F	train_pdbch	0	185	185	256
5ZGH-O	train_pdbch	0	155	155	256
5ZH6-A	train_pdbch	0	107	107	256
5ZGN-A	train_pdbch	0	88	88	256
5ZHF-A	train_pdbch	0	228	228	256
5ZHH-A	train_pdbch	0	270	270	256
5ZHA-A	train_pdbch	0	275	275	256
5ZHI-A	train_pdbch	0	238	238	256
5ZHM-A	train_pdbch	0	269	269	256
5ZHO-A	train_pdbch	0	162	162	49
5ZHU-A	train_pdbch	0	183	183	256
5ZHV-A	train_pdbch	0	113	113	256
5ZHQ-A	train_pdbch	0	357	357	256
5ZHY-A	train_pdbch	0	148	148	181
5ZHZ-A	train_pdbch	0	258	258	256
5ZI9-A	train_pdbch	0	260	260	256
5ZI1-A	train_pdbch	0	609	609	256
5ZHX-A	train_pdbch	0	487	487	256
5ZI5-A	train_pdbch	0	921	921	256
5ZIH-A	train_pdbch	0	347	347	256
5ZIB-A	train_pdbch	0	626	626	256
5ZIC-A	train_pdbch	0	523	523	256
5ZIG-A	train_pdbch	0	404	404	256
5ZIK-A	train_pdbch	0	303	303	256
5ZIY-A	train_pdbch	0	213	213	256
5ZJI-1	train_pdbch	0	245	245	256
5ZJG-B	train_pdbch	0	194	194	256
5ZJI-3	train_pdbch	0	267	267	256
5ZJI-2	train_pdbch	0	270	270	256
5ZIZ-A	train_pdbch	0	323	323	256
5ZJI-C	train_pdbch	0	81	81	256
5ZJI-A	train_pdbch	0	750	750	256
5ZJI-D	train_pdbch	0	199	199	256
5ZJI-H	train_pdbch	0	142	142	256
5ZJI-G	train_pdbch	0	145	145	256
5ZJI-E	train_pdbch	0	136	136	256
5ZJI-O	train_pdbch	0	127	127	256
5ZJI-Y	train_pdbch	0	228	228	256
5ZJI-N	train_pdbch	0	145	145	256
5ZJI-L	train_pdbch	0	211	211	256
5ZK4-C	train_pdbch	0	94	94	256
5ZJK-A	train_pdbch	0	213	213	256
5ZJU-A	train_pdbch	0	209	209	256
5ZJN-A	train_pdbch	0	253	253	256
5ZJR-A	train_pdbch	0	84	84	256
5ZKO-G	train_pdbch	0	80	80	256
5ZKA-A	train_pdbch	0	307	307	256
5ZKB-A	train_pdbch	0	421	421	256
5ZL2-A	train_pdbch	0	467	467	89
5ZKS-A	train_pdbch	0	445	445	256
5ZL9-A	train_pdbch	0	618	618	256
5ZL6-A	train_pdbch	0	381	381	256
5ZKQ-A	train_pdbch	0	438	438	256
5ZLI-A	train_pdbch	0	481	481	256
5ZLM-A	train_pdbch	0	513	513	256
5ZKN-A	train_pdbch	0	241	241	256
5ZLU-f~	train_pdbch	0	147	147	256
5ZLU-EE	train_pdbch	0	497	497	256
5ZLQ-A	train_pdbch	0	162	162	256
5ZME-A	train_pdbch	0	687	687	256
5ZM9-D	train_pdbch	0	171	171	256
5ZNI-A	train_pdbch	0	245	245	256
5ZMM-A	train_pdbch	0	561	561	256
5ZNM-A	train_pdbch	0	387	387	256
5ZMY-A	train_pdbch	0	314	314	256
5ZNP-A	train_pdbch	0	216	216	256
5ZNT-A	train_pdbch	0	385	385	256
5ZO4-A	train_pdbch	0	212	212	256
5ZOK-A	train_pdbch	0	209	209	256
5ZOB-B	train_pdbch	0	178	178	256
5ZQC-A	train_pdbch	0	276	276	256
5ZOV-A	train_pdbch	0	465	465	256
5ZOR-A	train_pdbch	0	149	149	256
5ZQO-A	train_pdbch	0	168	168	256
5ZT0-G	train_pdbch	0	75	75	256
5ZR6-A	train_pdbch	0	226	226	256
5ZSN-B	train_pdbch	0	823	823	256
5ZRY-A	train_pdbch	0	194	194	256
5ZR0-A	train_pdbch	0	142	142	256
5ZT8-A	train_pdbch	0	273	273	256
5ZRD-A	train_pdbch	0	549	549	256
5ZTN-A	train_pdbch	0	429	429	256
5ZTE-A	train_pdbch	0	203	203	256
5ZTP-A	train_pdbch	0	169	169	256
5ZUP-A	train_pdbch	0	67	67	256
5ZVB-A	train_pdbch	0	209	209	256
5ZUJ-A	train_pdbch	0	161	161	256
5ZTY-A	train_pdbch	0	500	500	256
5ZUR-A	train_pdbch	0	158	158	256
5ZVL-A	train_pdbch	0	171	171	256
5ZVW-A	train_pdbch	0	378	378	256
5ZVG-B	train_pdbch	0	384	384	256
5ZW4-A	train_pdbch	0	225	225	256
5ZW7-A	train_pdbch	0	402	402	256
5ZVQ-A	train_pdbch	0	194	194	256
5ZVP-A	train_pdbch	0	181	181	256
5ZWB-B	train_pdbch	0	296	296	256
5ZWL-G	train_pdbch	0	280	280	256
5ZWM-J	train_pdbch	0	469	469	256
5ZWM-O	train_pdbch	0	587	587	256
5ZWO-W	train_pdbch	0	194	194	256
5ZWS-B	train_pdbch	0	83	83	256
5ZWP-A	train_pdbch	0	208	208	256
5ZWU-A	train_pdbch	0	343	343	256
5ZX3-A	train_pdbch	0	368	368	256
5ZYA-D	train_pdbch	0	85	85	256
5ZY6-A	train_pdbch	0	274	274	256
5ZWY-A	train_pdbch	0	349	349	256
5ZYF-A	train_pdbch	0	92	92	256
5ZXD-A	train_pdbch	0	546	546	256
5ZX8-A	train_pdbch	0	187	187	256
5ZYS-A	train_pdbch	0	97	97	256
5ZYW-A	train_pdbch	0	254	254	256
5ZYP-A	train_pdbch	0	390	390	256
5ZYQ-A	train_pdbch	0	320	320	256
5ZZ6-A	train_pdbch	0	208	208	256
5ZZ8-h~	train_pdbch	0	112	112	36
5ZZ8-r~	train_pdbch	0	585	585	134
6A0P-A	train_pdbch	0	413	413	176
5ZZ8-q~	train_pdbch	0	702	702	104
6A0L-A	train_pdbch	0	471	471	256
6A0R-B	train_pdbch	0	332	332	256
6A0Z-A	train_pdbch	0	551	551	228
6A28-A	train_pdbch	0	284	284	45
6A2J-A	train_pdbch	0	309	309	256
6A2W-A	train_pdbch	0	167	167	256
6A2F-A	train_pdbch	0	358	358	256
6A2Q-A	train_pdbch	0	118	118	256
6A3W-C	train_pdbch	0	163	163	256
6A37-A	train_pdbch	0	552	552	256
6A47-A	train_pdbch	0	256	256	256
6A34-A	train_pdbch	0	364	364	256
6A4R-A	train_pdbch	0	265	265	256
6A4A-A	train_pdbch	0	181	181	256
6A4U-A	train_pdbch	0	169	169	256
6A4Z-A	train_pdbch	0	133	133	256
6A50-A	train_pdbch	0	549	549	256
6A5U-F	train_pdbch	0	155	155	256
6A6B-A	train_pdbch	0	63	63	171
6A68-A	train_pdbch	0	184	184	256
6A5K-A	train_pdbch	0	527	527	256
6A72-A	train_pdbch	0	72	72	256
6A5U-J	train_pdbch	0	72	72	256
6A77-A	train_pdbch	0	91	91	256
6A7I-A	train_pdbch	0	411	411	256
6A7J-A	train_pdbch	0	411	411	256
6A7K-A	train_pdbch	0	74	74	256
6A8I-A	train_pdbch	0	321	321	256
6A83-A	train_pdbch	0	394	394	256
6A7V-A	train_pdbch	0	139	139	256
6A8M-A	train_pdbch	0	461	461	256
6A7U-A	train_pdbch	0	240	240	256
6A8U-A	train_pdbch	0	149	149	256
6A94-A	train_pdbch	0	376	376	256
6A9U-A	train_pdbch	0	455	455	256
6A9E-A	train_pdbch	0	389	389	256
6A96-A	train_pdbch	0	392	392	256
6AAE-A	train_pdbch	0	317	317	256
6A9P-A	train_pdbch	0	106	106	256
6AA7-A	train_pdbch	-2	235	233	256
6AAF-A	train_pdbch	0	119	119	256
6ABJ-A	train_pdbch	0	345	345	256
6AB6-A	train_pdbch	0	368	368	256
6ABV-A	train_pdbch	0	389	389	256
6ACF-A	train_pdbch	0	367	367	256
6ACQ-A	train_pdbch	0	302	302	256
6ABX-A	train_pdbch	0	378	378	256
6ACN-A	train_pdbch	0	754	754	256
6ACS-A	train_pdbch	0	258	258	256
6AD0-B	train_pdbch	0	255	255	256
6ACU-D	train_pdbch	0	69	69	181
6ACY-C	train_pdbch	0	240	240	256
6AD1-B	train_pdbch	0	324	324	256
6ADQ-B	train_pdbch	0	546	546	256
6ADQ-F	train_pdbch	0	575	575	256
6ADQ-D	train_pdbch	0	100	100	256
6ADS-D	train_pdbch	0	71	71	56
6ADS-C	train_pdbch	0	231	231	256
6ADQ-Y	train_pdbch	0	236	236	256
6ADQ-G	train_pdbch	0	203	203	256
6AES-A	train_pdbch	0	143	143	256
6AF0-P	train_pdbch	0	121	121	256
6AGH-A	train_pdbch	0	339	339	256
6AF0-A	train_pdbch	0	939	939	256
6AGM-A	train_pdbch	0	355	355	256
6AGI-A	train_pdbch	0	382	382	256
6AGQ-A	train_pdbch	0	321	321	256
6AGO-A	train_pdbch	0	256	256	256
6AH0-4	train_pdbch	0	424	424	256
6AH0-d~	train_pdbch	0	76	76	256
6AGY-A	train_pdbch	0	161	161	256
6AH0-z~	train_pdbch	0	96	96	256
6AH0-w~	train_pdbch	0	501	501	256
6AHD-0	train_pdbch	0	439	439	256
6AH0-p~	train_pdbch	0	225	225	256
6AH0-2	train_pdbch	0	895	895	256
6AHD-A0	train_pdbch	0	73	73	256
6AHD-8	train_pdbch	0	199	199	256
6AHD-9	train_pdbch	0	800	800	256
6AHD-v~	train_pdbch	0	464	464	256
6AHD-X	train_pdbch	0	376	376	256
6AHI-A	train_pdbch	0	314	314	256
6AHW-A	train_pdbch	0	163	163	256
6AHQ-A	train_pdbch	0	129	129	256
6AI2-A	train_pdbch	0	369	369	256
6AHP-A	train_pdbch	0	110	110	256
6AIC-A	train_pdbch	0	214	214	256
6AI8-A	train_pdbch	0	371	371	256
6AIG-A	train_pdbch	0	263	263	256
6AIJ-A	train_pdbch	0	708	708	256
6AIO-A	train_pdbch	0	418	418	256
6AIY-A	train_pdbch	0	378	378	256
6AJD-A	train_pdbch	0	485	485	256
6AKF-A	train_pdbch	0	190	190	256
6AJL-A	train_pdbch	0	290	290	256
6AK3-B	train_pdbch	0	418	418	256
6AKJ-A	train_pdbch	0	155	155	256
6AK1-A	train_pdbch	0	488	488	256
6AJJ-A	train_pdbch	0	943	943	256
6AKM-B	train_pdbch	0	64	64	256
6AKO-C	train_pdbch	0	103	103	256
6AKX-A	train_pdbch	0	381	381	256
6AKV-A	train_pdbch	0	282	282	256
6AL2-A	train_pdbch	0	551	551	256
6AL9-A	train_pdbch	0	96	96	256
6ALG-N	train_pdbch	0	109	109	62
6AMB-B	train_pdbch	0	99	99	256
6AMA-A	train_pdbch	0	71	71	256
6AL3-A	train_pdbch	0	122	122	256
6ALK-A	train_pdbch	0	159	159	256
6AMI-A	train_pdbch	0	396	396	256
6AMN-A	train_pdbch	0	349	349	256
6AMW-A	train_pdbch	0	255	255	256
6AMR-A	train_pdbch	0	128	128	256
6AN0-A	train_pdbch	0	447	447	256
6ANJ-A	train_pdbch	0	148	148	256
6ANK-A	train_pdbch	0	289	289	256
6AN5-A	train_pdbch	0	242	242	256
6AO5-B	train_pdbch	0	93	93	256
6AMZ-A	train_pdbch	0	281	281	256
6AO5-A	train_pdbch	0	362	362	256
6ANV-A	train_pdbch	0	452	452	256
6AO8-A	train_pdbch	0	580	580	256
6AOB-A	train_pdbch	0	192	192	256
6AOD-C	train_pdbch	0	245	245	256
6AON-A	train_pdbch	0	478	478	256
6AOY-A	train_pdbch	0	166	166	256
6AOZ-B	train_pdbch	0	96	96	256
6AP1-A	train_pdbch	0	519	519	256
6AP5-A	train_pdbch	0	115	115	256
6AP4-A	train_pdbch	0	388	388	256
6APB-A	train_pdbch	0	510	510	139
6AP7-A	train_pdbch	0	269	269	256
6APP-B	train_pdbch	0	106	106	9
6APH-A	train_pdbch	0	445	445	256
6APE-A	train_pdbch	0	298	298	256
6APT-A	train_pdbch	0	216	216	256
6AQ3-A	train_pdbch	0	195	195	256
6AQ7-A	train_pdbch	0	122	122	207
6AQH-A	train_pdbch	0	508	508	256
6AQE-A	train_pdbch	0	266	266	256
6AQO-A	train_pdbch	0	272	272	256
6AR0-A	train_pdbch	0	140	140	256
6APZ-A	train_pdbch	0	741	741	256
6AQG-A	train_pdbch	0	506	506	256
6AR3-A	train_pdbch	0	428	428	256
6ASO-D	train_pdbch	0	93	93	256
6ARG-A	train_pdbch	0	399	399	256
